bokning_id,medlem_id,medlemstyp,medlem_startdatum,medlem_slutdatum,månadskostnad,födelseår,pass_id,passnamn,anläggning,instruktör,bokningsdatum,passdatum,passtid,status,feedback_text,feedbackdatum,feedback_betyg
BOK-000123,MED-10276,Premium,2022-08-08,2024-10-01,599,1993,PASS-2024-11-12-123,Styrketräning,Örebro,Oscar Holm,2024-11-06,2024-11-12,10:00,no-show,,,
BOK-000124,MED-10249,Bas,2023-12-05,2024-10-09,349,1989,PASS-2024-11-01-124,Cykel,Göteborg Hisingen,Sara Nilsson,2024-10-26,2024-11-01,17:00,Genomförd,Professionellt och välorganiserat pass.,2024-11-01,5
BOK-000125,MED-10027,Premium,2023-02-08,2025-05-27,599,1987,PASS-2024-07-22-125,Spinning,Malmö Centrum,Johan Bergström,2024-07-15,2024-07-22,18:30,Genomförd,,,
BOK-000126,MED-10356,Premium,2023-08-13,2024-10-08,599,1991,PASS-2024-07-16-126,Spinning,Örebro,Oscar Holm,2024-07-10,2024-07-16,07:00,Genomförd,,,
BOK-000127,MED-10271,Studerande,2023-05-24,2024-10-15,249,2005,PASS-2024-07-06-127,Dans,Uppsala,Lisa Andersson,2024-07-05,2024-07-06,16:00,Genomförd,,,
BOK-000128,MED-10320,Bas,2024-05-06,2025-07-07,349,1994,PASS-2024-12-21-128,Yoga,Västerås,Klara Svensson,2024-12-16,2024-12-21,12:00,Genomförd,,,
BOK-000129,MED-10034,Premium,2022-11-27,2025-05-28,599,1987,PASS-2024-09-20-129,Dans,Linköping,Emma Larsson,2024-09-13,2024-09-20,07:30,GENOMFÖRD,,,
BOK-000130,MED-10183,Premium,2024-04-07,2025-06-09,599,1986,PASS-2024-08-29-130,HIIT,Stockholm City,Erik Johansson,2024-08-22,2024-08-29,07:30,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-08-29,4
BOK-000131,MED-10194,Student,2023-10-29,2025-01-12,249,1991,PASS-2024-12-03-131,HIIT,Lund,Fredrik Berg,2024-11-28,2024-12-03,12:00,Genomförd,,,
BOK-000132,MED-10236,Bas,2023-01-04,2025-06-28,349,2006,PASS-2024-09-12-132,Pilates,Göteborg Centrum,Maria Santos,2024-09-11,2024-09-12,10:00,Genomförd,Toppen! Maria är fantastisk som alltid.,2024-09-12,5
BOK-000133,MED-10046,Premium,2023-06-29,2024-10-05,599,1993,PASS-2024-12-31-133,HIIT,Stockholm City,Erik Johansson,2024-12-30,2024-12-31,17:30,Genomförd,,,
BOK-000134,MED-10067,STUDENT,2023-11-24,"January 27, 2025",249,1981,PASS-2024-12-08-134,Spinning,Malmö Centrum,Johan Bergström,2024-12-04,2024-12-08,18:30,genomförd,Lokalen var smutsig och dåligt ventilerad.,2024-12-08,2
BOK-000135,MED-10145,premium,2024-01-15,2025-04-23,599,1988,PASS-2024-08-15-135,Styrketräning,Örebro,Oscar Holm,9 augusti 2024,2024-08-15,20:00,Genomförd,Tekniken visades inte ordentligt. Risk för skador.,2024-08-15,2
BOK-000136,MED-10319,PREMIUM,2022-11-05,2024-12-31,599,1992,PASS-2024-11-12-136,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-11-08,2024-11-12,17:00,Genomförd,Lokalen var smutsig och dåligt ventilerad.,2024-11-12,2
BOK-000137,MED-10174,Bas,2023-10-19,2025-03-25,349,1987,PASS-2024-09-24-137,Spinning,Göteborg Hisingen,Sara Nilsson,2024-09-22,2024-09-24,18:30,Genomförd,,,
BOK-000138,MED-10169,student,2023-10-28,2025-02-27,249,1999,PASS-2024-08-23-138,HIIT,STOCKHOLM KUNGSHOLMEN,Marcus Ek,2024-08-20,2024-08-23,17:00,Genomförd,,,
BOK-000139,MED-10259,Grund,2024-04-12,2025-07-06,349,1920,PASS-2024-10-22-139,HIIT,Södermalm,Anna Lindberg,2024-10-20,2024-10-22,19:00,Genomförd,,,
BOK-000140,MED-10337,Bas,2023-06-05,2024-10-05,349,1997,PASS-2024-07-12-140,HIIT,Lund,Fredrik Berg,2024-07-05,2024-07-12,06:30,Genomförd,Toppen! Fredrik är fantastisk som alltid.,2024-07-12,5
BOK-000141,MED-10345,Premium,2024-03-15,2025-05-18,599,1992,PASS-2024-07-08-141,Spinning,Stockholm Södermalm,Anna Lindberg,2024-07-07,2024-07-08,12:00,Genomförd,,,
BOK-000142,MED-10158,Premium,2023-07-29,3 juli 2025,599,2006,PASS-2024-10-25-142,Pilates,Västerås,Klara Svensson,2024-10-23,2024-10-25,16:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-10-26,4
BOK-000143,MED-10205,Premium,2023-03-17,2025-02-11,599,1997,PASS-2024-10-27-143,Spinning,Örebro,Oscar Holm,2024-10-25,2024-10-27,08:00,Genomförd,"Helt ok, men har varit på bättre.",2024-10-28,3
BOK-000144,MED-10167,Student,2023-02-12,2025-06-17,249,1971,PASS-2024-10-06-144,Yoga,Malmö Västra Hamnen,David Chen,2024-10-01,2024-10-06,07:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-10-06,4
BOK-000145,MED-10281,Bas,2023-12-26,2025-03-30,349,1991,PASS-2024-07-16-145,Spinning,Södermalm,Anna Lindberg,2024-07-09,2024-07-16,17:30,Genomförd,"Helt okej pass, inget speciellt.",2024-07-16,3
BOK-000146,MED-10249,Bas,2023-12-05,2024-10-09,349,1989,PASS-2024-07-05-146,Pilates,Västerås,Klara Svensson,2024-07-03,2024-07-05,20:00,Avbokad,,,
BOK-000147,MED-10279,Student,2023-10-05,2025-06-01,249,1996,PASS-2024-11-06-147,Spinning,Örebro C,Oscar Holm,2024-10-31,"November 06, 2024",18:30,Genomförd,,,
BOK-000148,MED-10240,Basic,2022-09-02,2025-03-21,349,1993,PASS-2024-11-14-148,Pilates,Malmö Västra Hamnen,David Chen,"November 11, 2024",2024-11-14,17:00,Genomförd,,,
BOK-000149,MED-10140,Bas,2022-09-23,2024-12-20,349,1990,PASS-2024-08-03-149,YOGA,Uppsala,Lisa Andersson,2024-07-29,2024-08-03,18:00,Genomförd,Toppen! Lisa är fantastisk som alltid.,2024-08-04,5
BOK-000150,MED-10176,Bas,2023-03-24,2025-06-07,349,1991,PASS-2024-11-25-150,HIIT,Stockholm Södermalm,Anna Lindberg,2024-11-24,2024-11-25,18:00,Avbokad,,,
BOK-000151,MED-10272,Bas,2022-11-30,2024-11-01,0,1980,PASS-2024-07-11-151,Pilates,Västerås,Klara Svensson,2024-07-07,2024-07-11,20:00,Genomförd,Bästa pilatespasset jag varit på. Kommer tillbaka!,2024-07-12,4
BOK-000152,MED-10128,Student,2023-03-23,2025-06-06,249,1989,PASS-2024-09-11-152,Spinning,Malmö Centrum,Johan Bergström,2024-09-05,2024-09-11,19:00,GENOMFÖRD,,,
BOK-000153,MED-10354,Bas,2022-10-05,2024/09/27,349,1994,PASS-2024-10-18-153,Pilates,Västerås,Klara Svensson,2024-10-11,2024-10-18,09:00,Avbokad,,,
BOK-000154,MED-10052,Student,2023-04-16,2025-02-19,-449,1995,PASS-2024-09-05-154,Spinning,Stockholm Södermalm,Anna Lindberg,2024-08-29,2024-09-05,07:00,Genomförd,"Helt okej pass, inget speciellt.",2024-09-05,3
BOK-000155,MED-10170,Basic,2022-09-30,2025-01-18,349,1998,PASS-2024-09-30-155,Pilates,,,2024-09-24,2024-09-30,12:00,Genomförd,Standard pilates. Inget att klaga på.,2024-09-30,3
BOK-000156,MED-10032,BAS,2024-02-14,2025-07-16,349,2030,PASS-2024-08-31-156,HIIT,Linköping,Emma Larsson,2024-08-24,2024-08-31,16:00,Genomförd,"Helt okej pass, inget speciellt.",2024-09-01,3
BOK-000157,MED-10049,Bas,2023-04-12,2024-12-05,349,2006,PASS-2024-09-17-157,Yoga,Malmö VH,David Chen,2024-09-16,17/09/2024,18:30,Genomförd,Professionellt och välorganiserat pass.,2024-09-17,4
BOK-000158,MED-10124,Premium,2022-12-19,2025-04-24,599,1989,PASS-2024-10-21-158,Styrketräning,Örebro,Oscar Holm,2024-10-14,21 oktober 2024,07:30,Genomförd,,,
BOK-000159,MED-10255,Premium,2023-09-19,2025-04-20,599,2002,PASS-2024-11-30-159,Styrketräning,Örebro,Oscar Holm,2024-11-23,2024-11-30,17:00,Genomförd,,,
BOK-000160,MED-10022,Premium,"November 05, 2022",2025-06-01,599,1992,PASS-2024-08-10-160,H.I.I.T,Stockholm Södermalm,Anna Lindberg,2024-08-06,2024-08-10,10:00,Genomförd,,,
BOK-000161,MED-10102,Student,2023-09-08,2024-11-29,249,1992,PASS-2024-10-14-161,Indoor Cycling,Göteborg Hisingen,Sara Nilsson,2024-10-10,2024-10-14,17:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-10-15,5
BOK-000162,MED-10267,Student,2023-01-05,2025-01-16,249,2002,PASS-2024-07-23-162,Yoga,Malmö Västra Hamnen,David Chen,2024-07-20,2024-07-23,17:00,Avbokad,,,
BOK-000163,MED-10231,Bas,2022-11-14,2025-06-04,349,1989,PASS-2024-12-26-163,Yoga,Malmö Västra Hamnen,David Chen,2024-12-19,2024-12-26,07:00,Avbokad,,,
BOK-000164,MED-10320,Bas,2024-05-06,2025-07-07,349,1994,PASS-2024-10-03-164,Yoga,Malmö Västra Hamnen,David Chen,2024-10-02,2024-10-03,18:30,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-10-04,3
BOK-000165,MED-10034,Premium,2022-11-27,2025-05-28,599,1987,PASS-2024-12-13-165,Dans,Linköping,Emma Larsson,2024-12-10,2024-12-13,07:30,Genomförd,Professionellt och välorganiserat pass.,2024-12-13,4
BOK-000166,MED-10234,Premium,2023-05-08,15 mars 2025,599,1971,PASS-2024-07-17-166,Styrketräning,Stockholm City,Erik Johansson,2024-07-15,2024-07-17,12:00,Genomförd,Bra lokal men instruktören var lite seg.,2024-07-18,3
BOK-000167,MED-10335,Premium,2023-01-09,2025-04-07,599,1994,PASS-2024-09-26-167,Pilates,Västerås,Klara Svensson,2024-09-20,2024-09-26,16:00,Genomförd,Bra lokal men instruktören var lite seg.,2024-09-27,3
BOK-000168,MED-10162,Premium,21 augusti 2022,2024-09-29,599,1989,PASS-2024-08-30-168,Styrketräning,Örebro,Oscar Holm,2024-08-27,2024-08-30,12:00,Genomförd,Dålig musik och tråkiga övningar.,2024-08-31,2
BOK-000169,MED-10226,Bas,2022-09-27,2024-12-15,349,1990,PASS-2024-11-22-169,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-11-21,2024-11-22,18:00,Genomförd,"Besviken på Marcus, inte alls lika bra som förra gången.",2024-11-23,2
BOK-000170,MED-10075,Bas,2024-02-20,2024-10-06,349,1985,PASS-2024-10-10-170,HIIT,Lund,Fredrik Berg,2024-10-07,2024-10-10,11:00,Avbokad,,,
BOK-000171,MED-10243,Premium,2022-08-25,2025-01-24,599,1983,PASS-2024-08-06-171,HIIT,Linköping,Emma Larsson,2024-08-01,2024-08-06,07:00,Genomförd,"Godkänt pass, lite kort kanske.",2024-08-06,3
BOK-000172,MED-10213,Bas,2022-11-16,2024-09-17,349,1985,PASS-2024-09-12-172,Pilates,Göteborg Centrum,Maria Santos,2024-09-06,2024-09-12,19:00,Genomförd,Gör vad det ska. Kunde varit mer utmanande.,2024-09-13,3
BOK-000173,MED-10325,Premium,2023-05-13,2025-04-01,599,2001,PASS-2024-10-16-173,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-10-11,2024-10-16,10:00,No-show,,,
BOK-000174,MED-10190,Student,2023-04-02,2025-07-06,249,1996,PASS-2024-09-11-174,Pilates,Malmö Västra Hamnen,David Chen,2024-09-10,2024-09-11,11:00,Genomförd,,,
BOK-000175,MED-10305,Student,2023-02-23,2025-05-15,249,1991,PASS-2024-10-22-175,HIIT,LINKÖPING,Emma Larsson,2024-10-15,2024-10-22,20:00,No-show,,,
BOK-000176,MED-10022,Premium,2022-11-05,2025-06-01,599,1992,PASS-2024-09-03-176,Intervall,Stockholm City,Erik Johansson,2024-08-27,2024-09-03,17:30,Avbokad,,,
BOK-000177,MED-10366,Basic,2024-04-09,2025-07-19,349,1993,PASS-2024-07-04-177,Boxning,Malmö Centrum,Johan Bergström,2024-06-27,2024-07-04,07:30,Genomförd,"Underbar träning, kommer definitivt igen!",2024-07-05,5
BOK-000178,MED-10252,Bas,2022-07-20,2024-09-03,349,1972,PASS-2024-09-22-178,HIIT,Stockholm City,Erik Johansson,2024-09-17,2024-09-22,10:00,Deltog,,,
BOK-000179,MED-10052,Student,2023-04-16,2025-02-19,249,1995,PASS-2024-12-25-179,Spinning,Lund,Fredrik Berg,2024-12-22,2024-12-25,07:00,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-12-26,4
BOK-000180,MED-10027,Premium,2023-02-08,2025-05-27,599,1987,PASS-2024-08-04-180,HIIT,STOCKHOLM CITY,,2024-08-02,2024-08-04,17:30,Deltog,"Rörig planering, visste inte vad vi skulle göra.",2024-08-05,2
BOK-000181,MED-10361,Bas,2024-03-30,2025-04-17,349,1976,PASS-2024-09-16-181,Pilates,Göteborg Centrum,Maria Santos,2024-09-13,2024-09-16,12:00,genomförd,Toppen! Maria är fantastisk som alltid.,2024-09-17,5
BOK-000182,MED-10049,Bas,2023-04-12,2024-12-05,349,2006,PASS-2024-10-06-182,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024/10/02,2024-10-06,20:30,Deltog,Professionellt och välorganiserat pass.,2024-10-06,4
BOK-000183,MED-10105,Bas,2023-05-04,2025-06-21,349,1985,PASS-2024-07-26-183,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-07-19,2024-07-26,16:00,Genomförd,Medelmåttigt. Varken bra eller dåligt.,2024-07-27,3
BOK-000213,MED-10361,Bas,2024-03-30,2025-04-17,349,1976,PASS-2024-08-22-213,SPINNING,Örebro,Oscar Holm,2024-08-17,2024-08-22,07:00,Genomförd,"Helt okej pass, inget speciellt.",2024-08-23,3
BOK-000184,MED-10107,Bas,2022-07-16,2024-12-08,349,1992,PASS-2024-10-18-184,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-10-15,2024-10-18,17:30,Genomförd,,,
BOK-000185,MED-10289,Student,2023-11-04,2024-10-04,249,1998,PASS-2024-10-20-185,Spinning,LUND,Fredrik Berg,2024-10-18,2024-10-20,17:30,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-10-20,5
BOK-000186,MED-10142,Bas,2023-04-14,2024-11-22,349,2006,PASS-2024-08-04-186,Yoga,Västerås,Klara Svensson,2024-08-03,2024-08-04,17:30,genomförd,Bästa yogapasset jag varit på. Kommer tillbaka!,2024-08-05,5
BOK-000187,MED-10160,Premium,2023-05-19,2024-10-26,599,1998,PASS-2024-08-30-187,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-08-24,"August 30, 2024",18:00,Genomförd,"Besviken på Marcus, inte alls lika bra som förra gången.",2024-08-31,2
BOK-000188,MED-10343,Bas,2023-03-13,2022-11-03,349,1994,PASS-2024-07-14-188,Boxning,Malmö Centrum,Johan Bergström,2024-07-11,2024-07-14,17:00,Genomförd,,,
BOK-000189,MED-10017,Premium,2022-08-16,2025-06-11,599,1988,PASS-2024-12-12-189,Yoga,Uppsala,Lisa Andersson,2024-12-08,2024-12-12,18:00,Genomförd,,,
BOK-000190,MED-10102,Student,2023-09-08,2024-11-29,249,1992,PASS-2024-08-04-190,Pilates,Västerås,Klara Svensson,2024-08-02,2024-08-04,17:30,Genomförd,,,
BOK-000191,MED-10011,Student,2023-05-28,"June 21, 2025",249,1998,PASS-2024-11-24-191,Dans,LINKÖPING,Emma Larsson,2024-11-22,2024/11/24,19:00,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-11-24,3
BOK-000192,MED-10372,Bas,2023-07-01,2024-11-03,349,1983,PASS-2024-09-11-192,Vinyasa,Västerås C,Klara Svensson,2024-09-07,2024-09-11,12:00,No-show,,,
BOK-000193,MED-10120,Premium,2024-03-19,2025-04-20,599,1982,PASS-2024-07-14-193,Pilates,Malmö VH,David Chen,2024-07-08,2024/07/14,20:30,Genomförd,,,
BOK-000194,MED-10065,Bas,2022-10-12,2025-05-01,349,1979,PASS-2024-07-30-194,Pilates,Malmö Västra Hamnen,David Chen,2024-07-26,2024-07-30,18:00,Genomförd,,,
BOK-000195,MED-10059,Bas,2023-04-18,2024-09-29,349,,PASS-2024-12-28-195,Yoga,Malmö Västra Hamnen,David Chen,2024-12-22,2024-12-28,12:00,GENOMFÖRD,Perfekt tempo och bra musik. Rekommenderas!,2024-12-28,4
BOK-000196,MED-10302,bas,2024-03-18,2024-09-18,349,1984,PASS-2024-08-01-196,HIIT,Stockholm City,Erik Johansson,2024-07-31,2024-08-01,07:30,Genomförd,"För många deltagare, ingen plats att röra sig.",2024-08-01,2
BOK-000197,MED-10206,Bas,2023-10-11,2025-06-20,349,1985,PASS-2024-08-11-197,Yoga,Uppsala,Lisa Andersson,2024-08-07,2024-08-11,07:00,Genomförd,,,
BOK-000198,MED-10237,Premium,2023-03-09,2024-12-29,599,1988,PASS-2024-11-09-198,Yoga,Västerås,Klara Svensson,2024-11-03,2024-11-09,17:30,Genomförd,Instruktören verkade ointresserad och omotiverande.,2024-11-10,2
BOK-000199,MED-10338,Bas,2023-03-13,2024-09-08,349,,PASS-2024-11-06-199,Yoga,Malmö Västra Hamnen,David Chen,2024-10-30,2024-11-06,18:00,Genomförd,,,
BOK-000200,MED-10335,premium,2023-01-09,2025-04-07,599,1994,PASS-2024-07-30-200,Pilates,Malmö VH,David Chen,2024-07-23,2024-07-30,17:30,Genomförd,,,
BOK-000201,MED-10154,Plus,5 februari 2024,2024-11-21,599,1989,PASS-2024-11-15-201,Yoga,Malmö VH,David Chen,2024-11-14,2024-11-15,16:00,Genomförd,,,
BOK-000202,MED-10371,Bas,2024-03-07,2025-02-04,349,1988,PASS-2024-11-02-202,Spinning,Örebro,Oscar Holm,2024-11-01,2024-11-02,08:00,Genomförd,"Godkänt pass, lite kort kanske.",2024-11-02,3
BOK-000203,MED-10213,Bas,2022-11-16,2024-09-17,349,1985,PASS-2024-12-30-203,Pilates,Västerås,Klara Svensson,2024-12-23,2024-12-30,18:00,No-show,,,
BOK-000204,MED-10032,Bas,2024-02-14,2025-07-16,349,1989,PASS-2024-11-06-204,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-11-04,2024-11-06,07:00,Genomförd,Instruktören kom försent och passet blev förkortat.,2024-11-07,2
BOK-000205,MED-10080,Bas,2022-07-23,2024-10-22,349,1993,PASS-2024-10-01-205,HIIT,Lund C,Fredrik Berg,2024-09-24,2024-10-01,17:30,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-10-01,4
BOK-000206,MED-10211,Bas,2023-07-09,2024-11-27,349,1981,PASS-2024-10-18-206,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-10-13,2024-10-18,20:00,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-10-18,2
BOK-000207,MED-10176,Bas,2023-03-24,2025-06-07,349,1991,PASS-2024-09-19-207,HIIT,Stockholm Södermalm,,2024-09-14,2024-09-19,19:00,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-09-20,5
BOK-000208,MED-10123,Student,2024/02/13,2025-04-04,249,1999,PASS-2024-09-05-208,Dans,Uppsala,Lisa Andersson,2024-08-29,2024-09-05,17:00,Genomförd,Fantastiskt pass! Lisa är så energisk och motiverande.,2024-09-05,5
BOK-000209,MED-10053,Student,2023-11-18,2025-01-03,249,1985,PASS-2024-11-11-209,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-11-09,2024-11-11,17:00,Genomförd,"Besviken på Marcus, inte alls lika bra som förra gången.",2024-11-11,2
BOK-000210,MED-10108,Bas,2022-07-22,2025-02-15,349,1987,PASS-2024-11-13-210,Pilates,Malmö Västra Hamnen,David Chen,2024-11-11,2024-11-13,06:30,Genomförd,,,
BOK-000211,MED-10250,Bas,2022-07-03,2024-12-31,349,2001,PASS-2024-08-25-211,Spinning,Stockholm Södermalm,Anna Lindberg,2024-08-24,2024-08-25,17:00,Genomförd,,,
BOK-000212,MED-10276,PREMIUM,2022-08-08,2024-10-01,599,1993,PASS-2024-09-25-212,HIIT,Stockholm Södermalm,Anna Lindberg,2024/09/19,2024-09-25,18:00,Avbokad,,,
BOK-000213,MED-10361,Bas,2024-03-30,2025-04-17,349,1976,PASS-2024-08-22-213,SPINNING,Örebro,Oscar Holm,2024-08-17,2024-08-22,07:00,Genomförd,"Helt okej pass, inget speciellt.",2024-08-23,3
BOK-000214,MED-10199,Bas,2022-07-25,2024-12-09,349,2004,PASS-2024-09-15-214,hiit,Stockholm City,Erik Johansson,2024-09-12,15/09/2024,07:30,genomförd,,,
BOK-000215,MED-10284,Bas,2023-05-27,2024-10-19,349,1981,PASS-2024-09-02-215,Yoga,Västerås,Klara Svensson,2024-08-29,2024-09-02,10:00,Genomförd,Bra lokal men instruktören var lite seg.,2024-09-03,3
BOK-000416,MED-10060,Premium,2023-04-29,2024-08-30,599,1993,PASS-2024-08-08-416,HIIT,Linköping,Emma Larsson,2024-08-03,2024-08-08,07:30,Genomförd,Dålig musik och tråkiga övningar.,2024-08-09,2
BOK-000216,MED-10323,Bas,2024-01-07,2025-06-15,349,1976,PASS-2024-09-28-216,Boxning,Malmö Centrum,Johan Bergström,2024-09-22,2024-09-28,06:30,No-show,,,
BOK-000217,MED-10306,Bas,2024-02-05,2025-07-31,349,1979,PASS-2024-08-23-217,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-08-21,2024-08-23,19:00,No-show,,,
BOK-000218,MED-10307,Bas,2023-10-25,2024-10-26,349,1998,PASS-2024-10-05-218,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-09-28,2024-10-05,07:30,Deltog,Lokalen var smutsig och dåligt ventilerad.,2024-10-06,2
BOK-000219,MED-10291,Student,2024-01-02,2025-07-01,249,1935,PASS-2024-09-10-219,HIIT,Linköping,Emma Larsson,2024-09-05,2024-09-10,20:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-09-11,4
BOK-000220,MED-10208,Bas,2023-12-05,27/04/2025,349,,PASS-2024-10-19-220,Yoga,Uppsala,Lisa Andersson,2024-10-15,2024-10-19,17:30,Genomförd,"Lugn och avslappnande yoga, precis vad jag behövde.",2024-10-19,4
BOK-000221,MED-10012,Premium,2022-07-25,2024-12-24,599,1988,PASS-2024-10-19-221,Cykel,Örebro,Oscar Holm,2024-10-17,2024-10-19,18:30,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-10-19,2
BOK-000222,MED-10150,Gold,2022-08-04,2024-09-19,599,1987,PASS-2024-07-15-222,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-07-08,2024-07-15,07:00,Genomförd,,,
BOK-000223,MED-10131,Bas,2022-08-30,2024-12-30,349,1940,PASS-2024-08-02-223,Boxning,STOCKHOLM KUNGSHOLMEN,Marcus Ek,2024-07-28,2024/08/02,16:00,Genomförd,,,
BOK-000224,MED-10176,Bas,2023-03-24,2025-06-07,349,1991,PASS-2024-10-17-224,Spinning,Malmö Centrum,,2024-10-15,2024-10-17,17:30,Genomförd,,,
BOK-000225,MED-10246,Premium,2024-05-03,2024-09-22,599,1990,PASS-2024-12-07-225,HIIT,Lund,Fredrik Berg,2024-12-03,2024-12-07,18:00,Genomförd,,,
BOK-000226,MED-10134,Premium,2023-12-28,2024-12-17,599,2000,PASS-2024-08-20-226,Styrketräning,Sthlm City,Erik Johansson,2024-08-18,2024-08-20,18:30,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-08-21,3
BOK-000227,MED-10274,Bas,2023-05-18,2024-10-24,349,1995,PASS-2024-11-28-227,Yoga,Uppsala,Lisa Andersson,2024-11-27,2024-11-28,10:00,Genomförd,"Godkänt pass, lite kort kanske.",2024-11-28,3
BOK-000228,MED-10106,Premium,2023-03-13,2024-08-30,599,1974,PASS-2024-11-27-228,Spinning,Malmö Centrum,Johan Bergström,2024-11-25,2024-11-27,16:00,Genomförd,,,
BOK-000229,MED-10012,PREMIUM,2022-07-25,2024-12-24,599,1988,PASS-2024-10-06-229,Pilates,GÖTEBORG CENTRUM,Maria Santos,2024-09-30,2024-10-06,08:00,Avbokad,,,
BOK-000230,MED-10133,Premium,2022-11-26,2024-10-10,599,1983,PASS-2024-12-31-230,HIIT,Stockholm Södermalm,Anna Lindberg,2024-12-28,2024-12-31,10:00,Genomförd,Fantastiskt pass! Anna är så energisk och motiverande.,2025-01-01,5
BOK-000231,MED-10107,bas,2022-07-16,2024-12-08,349,1992,PASS-2024-10-15-231,Pilates,Malmö Västra Hamnen,David Chen,2024-10-14,2024-10-15,18:30,Genomförd,Fantastiskt pass! David är så energisk och motiverande.,2024-10-16,5
BOK-000232,MED-10195,Bas,2023-12-07,2025-06-08,349,1989,PASS-2024-10-09-232,Boxning,Malmö Centrum,Johan Bergström,2024-10-05,2024-10-09,07:00,Deltog,,,
BOK-000233,MED-10210,Student,2023-01-15,2024-10-15,249,1986,PASS-2024-08-13-233,Spinning,Göteborg Hisingen,Sara Nilsson,2024-08-09,2024-08-13,18:30,Genomförd,,,
BOK-000234,MED-10269,Bas,2024-02-05,2025-04-26,349,1989,PASS-2024-09-02-234,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-08-28,2024-09-02,16:00,Avbokad,,,
BOK-000235,MED-10022,Premium,2022-11-05,2025-06-01,599,1992,PASS-2024-07-25-235,Spinning,Malmö Centrum,Johan Bergström,2024-07-19,2024-07-25,09:00,genomförd,"Lugn och avslappnande spinning, precis vad jag behövde.",2024-07-26,4
BOK-000236,MED-10019,Student,2023-04-18,2024-11-16,249,2005,PASS-2024-10-10-236,HIIT,STOCKHOLM SÖDERMALM,Anna Lindberg,2024-10-07,2024-10-10,07:00,Genomförd,"Besviken på Anna, inte alls lika bra som förra gången.",2024-10-10,2
BOK-000237,MED-10366,Bas,2024-04-09,2025-07-19,349,1993,PASS-2024-11-11-237,Yoga,Västerås,Klara Svensson,2024-11-08,2024-11-11,12:00,Genomförd,"Lugn och avslappnande yoga, precis vad jag behövde.",2024-11-11,4
BOK-000238,MED-10319,Premium,2022/11/05,2024-12-31,599,1992,PASS-2024-11-21-238,Boxning,Malmö Centrum,Johan Bergström,2024-11-20,2024-11-21,19:00,GENOMFÖRD,Standard boxning. Inget att klaga på.,2024-11-21,3
BOK-000239,MED-10089,Premium,2022-11-14,2024-11-13,599,1986,PASS-2024-12-25-239,Pilates,Västerås,Klara Svensson,2024-12-19,2024-12-25,20:00,Genomförd,,,
BOK-000240,MED-10328,Premium,2024-04-12,10 oktober 2024,599,1992,PASS-2024-08-08-240,Cykel,Stockholm Södermalm,Anna Lindberg,2024-08-03,2024-08-08,19:00,GENOMFÖRD,,,
BOK-000241,MED-10251,Bas,2023-10-08,2025-04-23,349,1984,PASS-2024-12-09-241,Styrketräning,Stockholm City,Erik Johansson,2024-12-07,2024-12-09,07:00,Genomförd,"Lugn och avslappnande styrketräning, precis vad jag behövde.",2024-12-09,5
